measnum,mpdsector,projsym,varname,descrip,units,method,intervention,paneldesc,datatype,sextested,nstrainstested,ageweeks
50251,css,HMDPpheno7,erythritol,"erythritol (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50301,css,HMDPpheno8,alpha_muricholate,"alpha-muricholate (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,104,16wks
50302,css,HMDPpheno8,beta_muricholate,"beta-muricholate (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50303,css,HMDPpheno8,chenodeoxycholate,"chenodeoxycholate (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,105,16wks
50304,css,HMDPpheno8,cholate,"cholate (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50305,css,HMDPpheno8,dehydrocholate,"12-dehydrocholate (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50306,css,HMDPpheno8,hydroxylithocholate,"6-beta-hydroxylithocholate (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50307,css,HMDPpheno8,tauro_muricholate,"tauro-beta-muricholate (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50308,css,HMDPpheno8,taurocholate,"taurocholate (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50309,css,HMDPpheno8,taurodeoxycholate,"taurodeoxycholate (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,105,16wks
50310,css,HMDPpheno8,ursodeoxycholate,"ursodeoxycholate (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50311,css,HMDPpheno8,acetylcarnitine,"acetylcarnitine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,103,16wks
50312,css,HMDPpheno8,carnitine,"carnitine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50313,css,HMDPpheno8,dehydrocarnitine,"3-dehydrocarnitine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50314,css,HMDPpheno8,malonylcarnitine,"malonylcarnitine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50315,css,HMDPpheno8,DPG_1_2,"1,2-dipalmitoylglycerol (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50316,css,HMDPpheno8,DPG_1_3,"1,3-dipalmitoylglycerol (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50317,css,HMDPpheno8,HETE_12,"12-HETE (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,88,16wks
50318,css,HMDPpheno8,HEPE_12,"12-HEPE (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50319,css,HMDPpheno8,HEPE_18,"18-HEPE (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,104,16wks
50320,css,HMDPpheno8,HETE_15,"15-HETE (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,94,16wks
50321,css,HMDPpheno8,HETE_5,"5-HETE (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,105,16wks
50322,css,HMDPpheno8,DHA,"docosahexaenoate (DHA; 22:6n3) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50323,css,HMDPpheno8,dihomo_linolenate,"dihomo-linolenate (20:3n3 or n6) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50324,css,HMDPpheno8,DPA,"docosapentaenoate (n3 DPA; 22:5n3) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50325,css,HMDPpheno8,EPA,"eicosapentaenoate (EPA; 20:5n3) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50326,css,HMDPpheno8,linolenate,"linolenate [alpha or gamma; (18:3n3 or 6)] (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50327,css,HMDPpheno8,valerylglycine,"valerylglycine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50328,css,HMDPpheno8,hexanoylglycine,"hexanoylglycine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50329,css,HMDPpheno8,butyrylglycine,"butyrylglycine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50330,css,HMDPpheno8,propionylcarnitine,"propionylcarnitine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50331,css,HMDPpheno8,azelate,"azelate (nonanedioate) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50332,css,HMDPpheno8,dodecanedioate,"dodecanedioate (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,103,16wks
50333,css,HMDPpheno8,hexadecanedioate,"hexadecanedioate (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50334,css,HMDPpheno8,tetradecanedioate,"tetradecanedioate (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50335,css,HMDPpheno8,undecanedioate,"undecanedioate (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,105,16wks
50336,css,HMDPpheno8,butyl_oleate,"n-Butyl oleate (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,95,16wks
50337,css,HMDPpheno8,HODE,"13-HODE + 9-HODE (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50338,css,HMDPpheno8,hydroxystearate,"2-hydroxystearate (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,93,16wks
50339,css,HMDPpheno8,octadecanol,"1-octadecanol (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50340,css,HMDPpheno8,ethanolamine,"ethanolamine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50341,css,HMDPpheno8,G3P,"glycerol 3-phosphate (G3P) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50342,css,HMDPpheno8,glycerol,"glycerol (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50343,css,HMDPpheno8,choline,"choline (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50344,css,HMDPpheno8,choline_phosphate,"choline phosphate (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50345,css,HMDPpheno8,cytidine_DPC,"liver cytidine 5'-diphosphocholine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50346,css,HMDPpheno8,GPC,"liver glycerophosphorylcholine (GPC) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50347,css,HMDPpheno8,PEA,"liver phosphoethanolamine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50348,css,HMDPpheno8,I1P,"liver inositol 1-phosphate (I1P) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50349,css,HMDPpheno8,I2P,"liver inositol 2-phosphate (I2P) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,102,16wks
50350,css,HMDPpheno8,myo_inositol,"liver myo-inositol (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50351,css,HMDPpheno8,BHBA,"liver 3-hydroxybutyrate (BHBA) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50352,css,HMDPpheno8,propanediol,"liver 1,2-propanediol (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,104,16wks
50353,css,HMDPpheno8,arachidate,"liver arachidate (20:0) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,96,16wks
50354,css,HMDPpheno8,pentadecanoate,"liver pentadecanoate (15:0) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50355,css,HMDPpheno8,adrenate,"liver adrenate (22:4n6) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50356,css,HMDPpheno8,arachidonate,"liver arachidonate (20:4n6) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50357,css,HMDPpheno8,dihomo_linoleate,"liver dihomo-linoleate (20:2n6) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50358,css,HMDPpheno8,docosadienoate,"liver docosadienoate (22:2n6) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50359,css,HMDPpheno8,eicosenoate,"liver eicosenoate (20:1n9 or 11) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50360,css,HMDPpheno8,heptadecenoate,"liver 10-heptadecenoate (17:1n7) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50361,css,HMDPpheno8,linoleate,"liver linoleate (18:2n6) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50362,css,HMDPpheno8,margarate,"liver margarate (17:0) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50363,css,HMDPpheno8,myristate,"liver myristate (14:0) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50364,css,HMDPpheno8,myristoleate,"liver myristoleate (14:1n5) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50365,css,HMDPpheno8,nonadecanoate,"liver nonadecanoate (19:0) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50366,css,HMDPpheno8,nonadecenoate,"liver 10-nonadecenoate (19:1n9) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50367,css,HMDPpheno8,oleate,"liver oleate (18:1n9) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50368,css,HMDPpheno8,palmitate,"liver palmitate (16:0) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50369,css,HMDPpheno8,palmitoleate,"liver palmitoleate (16:1n7) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50370,css,HMDPpheno8,stearate,"liver stearate (18:0) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50371,css,HMDPpheno8,stearidonate,"liver stearidonate (18:4n3) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50372,css,HMDPpheno8,caprate,"liver caprate (10:0) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50373,css,HMDPpheno8,caproate,"liver caproate (6:0) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,99,16wks
50374,css,HMDPpheno8,laurate,"liver laurate (12:0) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50375,css,HMDPpheno8,pelargonate,"liver pelargonate (9:0) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50376,css,HMDPpheno8,malonate,"liver malonate (propanedioate) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50377,css,HMDPpheno8,LOG,"liver 1-linoleoylglycerol (1-monolinolein) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,100,16wks
50378,css,HMDPpheno8,OOG,"liver 1-oleoylglycerol (1-monoolein) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,104,16wks
50379,css,HMDPpheno8,POG,"liver 1-palmitoylglycerol (1-monopalmitin) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50380,css,HMDPpheno8,SOT,"liver 1-stearoylglycerol (1-monostearin) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50381,css,HMDPpheno8,DHG,"liver 1-docosahexaenoylglycerol (1-monodocosahexaenoin) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,89,16wks
50382,css,HMDPpheno8,PO_sphingomyelin,"liver palmitoyl sphingomyelin (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50383,css,HMDPpheno8,SO_sphingomyelin,"liver stearoyl sphingomyelin (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,96,16wks
50384,css,HMDPpheno8,sphingosine,"liver sphingosine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,104,16wks
50385,css,HMDPpheno8,alpha_HOC,"liver 7-alpha-hydroxycholesterol (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,105,16wks
50386,css,HMDPpheno8,beta_HOC,"liver 7-beta-hydroxycholesterol (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,105,16wks
50387,css,HMDPpheno8,cholesterol,"liver cholesterol (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50388,css,HMDPpheno8,squalene,"liver vsqualene (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,93,16wks
50389,css,HMDPpheno8,corticosterone,"liver corticosterone (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,92,16wks
50401,css,HMDPpheno9,AGPC,"liver 2-arachidonoylglycerophosphocholine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50402,css,HMDPpheno9,DHGPC,"liver 2-docosahexaenoylglycerophosphocholine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,105,16wks
50403,css,HMDPpheno9,DHGPEA,"liver 2-docosahexaenoylglycerophosphoethanolamine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50404,css,HMDPpheno9,DPGPC,"liver 2-docosapentaenoylglycerophosphocholine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,94,16wks
50405,css,HMDPpheno9,DPGPEA,"liver 2-docosapentaenoylglycerophosphoethanolamine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,100,16wks
50406,css,HMDPpheno9,EGPC_1,"liver 1-eicosatrienoylglycerophosphocholine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,91,16wks
50407,css,HMDPpheno9,EGPC_2,"liver 2-eicosatrienoylglycerophosphocholine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,102,16wks
50408,css,HMDPpheno9,HGPC,"liver 1-heptadecanoylglycerophosphocholine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,99,16wks
50409,css,HMDPpheno9,LGPC_1,"liver 1-linoleoylglycerophosphocholine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50410,css,HMDPpheno9,LGPC_2,"liver 2-linoleoylglycerophosphocholine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50411,css,HMDPpheno9,LGPEA_2,"liver 2-linoleoylglycerophosphoethanolamine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50412,css,HMDPpheno9,MGPC,"liver 1-myristoylglycerophosphocholine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,91,16wks
50413,css,HMDPpheno9,OGPC_1,"liver 1-oleoylglycerophosphocholine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50414,css,HMDPpheno9,OGPC_2,"liver 2-oleoylglycerophosphocholine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50415,css,HMDPpheno9,PDGPC,"liver 1-pentadecanoylglycerophosphocholine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,93,16wks
50416,css,HMDPpheno9,PGPC_1,"liver 1-palmitoylglycerophosphocholine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50417,css,HMDPpheno9,PGPC_2,"liver 2-palmitoylglycerophosphocholine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50418,css,HMDPpheno9,POGPC,"liver 1-palmitoleoylglycerophosphocholine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,105,16wks
50419,css,HMDPpheno9,SGPC_1,"liver 1-stearoylglycerophosphocholine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50420,css,HMDPpheno9,SGPC_2,"liver 2-stearoylglycerophosphocholine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,91,16wks
50421,css,HMDPpheno9,SGPE,"liver 1-stearoylglycerophosphoethanolamine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50422,css,HMDPpheno9,AGPA,"liver 2-arachidonoylglycerophosphoethanolamine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50423,css,HMDPpheno9,AGPEA,"liver 1-arachidonoylglycerophosphoethanolamine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50424,css,HMDPpheno9,AGPI,"liver 1-arachidonoylglycerophosphoinositol (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,104,16wks
50425,css,HMDPpheno9,LGPEA_1,"liver 1-linoleoylglycerophosphoethanolamine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50426,css,HMDPpheno9,OGPEA_1,"liver 1-oleoylglycerophosphoethanolamine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50427,css,HMDPpheno9,OGPEA_2,"liver 2-oleoylglycerophosphoethanolamine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,103,16wks
50428,css,HMDPpheno9,OGPI,"liver 1-oleoylglycerophosphoinositol (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,100,16wks
50429,css,HMDPpheno9,PGEA,"liver 2-palmitoylglycerophosphoethanolamine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,93,16wks
50430,css,HMDPpheno9,PGPEA,"liver 1-palmitoylglycerophosphoethanolamine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50431,css,HMDPpheno9,PGPI,"liver 1-palmitoylglycerophosphoinositol (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50432,css,HMDPpheno9,SGPI,"liver 1-stearoylglycerophosphoinositol (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50501,css,HMDPpheno10,methylphosphate,"liver methylphosphate (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50502,css,HMDPpheno10,xanthine,"liver xanthine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50503,css,HMDPpheno10,xanthosine,"liver xanthosine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50504,css,HMDPpheno10,deoxyinosine,"liver 2'-deoxyinosine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,105,16wks
50505,css,HMDPpheno10,hypoxanthine,"hypoxanthine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50506,css,HMDPpheno10,inosine,"inosine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50507,css,HMDPpheno10,adenine,"adenine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,105,16wks
50508,css,HMDPpheno10,adenosine,"adenosine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50509,css,HMDPpheno10,AMP_2,"liver adenosine 2'-monophosphate (2'-AMP) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50510,css,HMDPpheno10,AMP_3,"liver adenosine 3'-monophosphate (3'-AMP) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50511,css,HMDPpheno10,AMP_5,"liver adenosine 5'-monophosphate (AMP) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50512,css,HMDPpheno10,methyladenosine,"liver N1-methyladenosine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50513,css,HMDPpheno10,guanosine,"liver guanosine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,99,16wks
50514,css,HMDPpheno10,allantoin,"liver allantoin (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50515,css,HMDPpheno10,CMP_5,"liver cytidine 5'-monophosphate (5'-CMP) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50516,css,HMDPpheno10,cytidine,"cytidine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50517,css,HMDPpheno10,thymine,"thymine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50518,css,HMDPpheno10,aminoisobutyrate,"3-aminoisobutyrate (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50519,css,HMDPpheno10,uracil,"uracil (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50520,css,HMDPpheno10,methyluridine,"5-methyluridine (ribothymidine) (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,100,16wks
50521,css,HMDPpheno10,pseudouridine,"pseudouridine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50522,css,HMDPpheno10,uridine,"uridine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50523,css,HMDPpheno10,glycylglycine,"glycylglycine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,102,16wks
50524,css,HMDPpheno10,glycylisoleucine,"glycylisoleucine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,92,16wks
50525,css,HMDPpheno10,glycylleucine,"glycylleucine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50526,css,HMDPpheno10,glycylproline,"glycylproline (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50527,css,HMDPpheno10,glycylvaline,"glycylvaline (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,105,16wks
50528,css,HMDPpheno10,GGG,"gamma-glutamylglutamate (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50529,css,HMDPpheno10,GGI,"gamma-glutamylisoleucine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,95,16wks
50530,css,HMDPpheno10,GGL,"gamma-glutamylleucine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50531,css,HMDPpheno10,GGT,"gamma-glutamylthreonine (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,104,16wks
50532,css,HMDPpheno10,GGV,"gamma-glutamylvaline (16h fast), relative abundance",,"metabolite quantification",,HMDP,,m,106,16wks
50601,css,Tarantino2,OFT_distance_ctrl,"distance traveled, 10 min test, control",cm,"open field test",ovariectomy,inbred,,f,37,10-12wks
50602,css,Tarantino2,OFT_distance_trt,"distance traveled, 10 min test, ovariectomy",cm,"open field test",ovariectomy,inbred,,f,37,10-12wks
50606,css,Tarantino2,OFT_movement_ctrl,"time spent mobile, 10 min test, control",s,"open field test",ovariectomy,inbred,,f,37,10-12wks
50607,css,Tarantino2,OFT_movement_trt,"time spent mobile, 10 min test, ovariectomy",s,"open field test",ovariectomy,inbred,,f,37,10-12wks
50611,css,Tarantino2,OFT_vertical_ctrl,"number of vertical movements, 10 min teste, control",n,"open field test",ovariectomy,inbred,,f,37,10-12wks
50612,css,Tarantino2,OFT_vertical_trt,"number of vertical movements, 10 min teste, ovariectomy",n,"open field test",ovariectomy,inbred,,f,37,10-12wks
50616,css,Tarantino2,OFT_center_distance_ctrl,"distance traveled in center of arena, 10 min test, control",cm,"open field test",ovariectomy,inbred,,f,37,10-12wks
50617,css,Tarantino2,OFT_center_distance_trt,"distance traveled in center of arena, 10 min test, ovariectomy",cm,"open field test",ovariectomy,inbred,,f,37,10-12wks
50621,css,Tarantino2,OFT_center_duration_ctrl,"duration in center of arena, 10 min test, control",s,"open field test",ovariectomy,inbred,,f,37,10-12wks
50622,css,Tarantino2,OFT_center_duration_trt,"duration in center of arena, 10 min test, ovariectomy",s,"open field test",ovariectomy,inbred,,f,37,10-12wks
50626,css,Tarantino2,OFT_center_duration_pct_ctrl,"percentage of time spent in center of arena, 10 min test, control",%,"open field test",ovariectomy,inbred,,f,37,10-12wks
50627,css,Tarantino2,OFT_center_duration_pct_trt,"percentage of time spent in center of arena, 10 min test, ovariectomy",%,"open field test",ovariectomy,inbred,,f,37,10-12wks
50631,css,Tarantino2,OFT_thigmotaxis_ctrl,"distance traveled in periphery of arena, 10 min test, control",cm,"open field test",ovariectomy,inbred,,f,37,10-12wks
50632,css,Tarantino2,OFT_thigmotaxis_trt,"distance traveled in periphery of arena, 10 min test, ovariectomy",cm,"open field test",ovariectomy,inbred,,f,37,10-12wks
50636,css,Tarantino2,FST_immobility_ctrl,"percentage of time spent immobile, 6 min test, control",%,"forced swim test",ovariectomy,inbred,,f,36,10-12wks
50637,css,Tarantino2,FST_immobility_trt,"percentage of time spent immobile, 6 min test, ovariectomy",%,"forced swim test",ovariectomy,inbred,,f,36,10-12wks
50701,css,Loos1,preference_4,"cognitive response: entries through preferred vs. non-preferred entrances into shelter, habituation (4)",,"home cage monitoring",,inbred,,m,8,8-19wks
50702,css,Loos1,preference_5,"cognitive response: entries through preferred vs. non-preferred entrances into shelter, avoidance learning (5)",,"home cage monitoring",,inbred,,m,8,8-19wks
50703,css,Loos1,preference_6,"cognitive response: entries through preferred vs. non-preferred entrances into shelter, avoidance learning (6)",,"home cage monitoring",,inbred,,m,8,8-19wks
50704,css,Loos1,preference_7,"cognitive response: entries through preferred vs. non-preferred entrances into shelter, stability of change (7)",,"home cage monitoring",,inbred,,m,8,8-19wks
50705,css,Loos1,aversive_4,"aversive response: time spent in illuminated vs. non-illuminated shelter, habituation (4)",,"home cage monitoring",,inbred,,m,8,8-19wks
50706,css,Loos1,aversive_5,"aversive response: time spent in illuminated vs. non-illuminated shelter, avoidance learning (5)",,"home cage monitoring",,inbred,,m,8,8-19wks
50707,css,Loos1,aversive_6,"aversive response: time spent in illuminated vs. non-illuminated shelter, avoidance learning (6)",,"home cage monitoring",,inbred,,m,8,8-19wks
50708,css,Loos1,aversive_7,"aversive response: time spent in illuminated vs. non-illuminated shelter, stability of change (7)",,"home cage monitoring",,inbred,,m,8,8-19wks
50709,css,Loos1,distance_4,"distance traveled, habituation (4)",km,"home cage monitoring",,inbred,,m,8,8-19wks
50710,css,Loos1,distance_5,"distance traveled, avoidance learning (5)",km,"home cage monitoring",,inbred,,m,8,8-19wks
50711,css,Loos1,distance_6,"distance traveled, avoidance learning (6)",km,"home cage monitoring",,inbred,,m,8,8-19wks
50712,css,Loos1,distance_7,"distance traveled, stability of change (7)",km,"home cage monitoring",,inbred,,m,8,8-19wks
51001,css,Korstanje2,pct_MME_M06,"percentage of glomeruli exhibiting mesangial matrix expansion, at age 6mo",%,histopathology,,inbred,,m,7,26wks
51002,css,Korstanje2,pct_MME_M12,"percentage of glomeruli exhibiting mesangial matrix expansion, at age 12mo",%,histopathology,,inbred,,m,20,52wks
51003,css,Korstanje2,pct_MME_M20,"percentage of glomeruli exhibiting mesangial matrix expansion, at age 20mo",%,histopathology,,inbred,,m,27,87wks
51101,css,Hillebrands1,clusternum,"number of perivascular immune cell clusters per renal cross-section",n,histopathology,,inbred,,both,23,90wks
51102,css,Hillebrands1,clustersize,"relative size of perivascular immune cell clusters",%,histopathology,,inbred,,both,20,90wks
51202,css,Rusyn6,TCA_serum_tce,"trichloroacetic acid (serum TCA)",nmol/mL,"drug and metabolite quantification",trichloroethylene,inbred,,m,7,6-7wks
51204,css,Rusyn6,DCA_serum_tce,"dichloroacetic acid (serum DCA)",nmol/mL,"drug and metabolite quantification",trichloroethylene,inbred,,m,7,6-7wks
51206,css,Rusyn6,DCVG_serum_tce,"S-(1,2-dichlorovinyl) glutathione (serum DCVG)",pmol/mL,"drug and metabolite quantification",trichloroethylene,inbred,,m,4,6-7wks
51208,css,Rusyn6,DCVC_serum_tce,"S-(1,2-dichlorovinyl)-L-cysteine (serum DCVC)",pmol/mL,"drug and metabolite quantification",trichloroethylene,inbred,,m,7,6-7wks
51209,css,Rusyn6,BUN_ctrl,"blood urea nitrogen (serum BUN), control",mg/dL,"metabolic panel",trichloroethylene,inbred,,m,7,6-7wks
51210,css,Rusyn6,BUN_tce,"blood urea nitrogen (serum BUN), TCE",mg/dL,"metabolic panel",trichloroethylene,inbred,,m,7,6-7wks
